freq_ratio,Q_stick,Q_free,Q_slip,Q_nl
0.0999223994441673,1.26771610519285e-05,0.000157917178029987,0.000411927418913965,1.26771610519277e-05
0.107379294925075,1.26908870426442e-05,0.000160561015376789,0.000418860562908599,1.26908870426448e-05
0.114836190405983,1.27056444893094e-05,0.000163497760239383,0.000426561846175346,1.27056444893125e-05
0.129749981367799,1.27382921080645e-05,0.000170367260697687,0.000444576433310117,1.2738292108056e-05
0.144663772329615,1.27751879017939e-05,0.000178814235478442,0.000466727954850404,1.2775187901789e-05
0.159577563291431,1.28164279370715e-05,0.000189241201442244,0.000494072062982901,1.28164279370746e-05
0.174491354253247,1.28621210376852e-05,0.00020222252342867,0.000528115105242683,1.28621210376897e-05
0.189405145215063,1.29123895740474e-05,0.000218602469199327,0.00057107128850221,1.29123895740456e-05
0.204318936176879,1.29673703690586e-05,0.000239669922116786,0.000626320890494636,1.29673703690607e-05
0.219232727138695,1.30272157336618e-05,0.000267489782598563,0.000699279414635312,1.3027215733664e-05
0.234146518100511,1.30920946471889e-05,0.000305583162754361,0.00079918151840564,1.30920946471879e-05
0.249060309062327,1.31621941007959e-05,0.000360473910634052,0.000943137059831335,1.31621941007999e-05
0.263974100024143,1.32377206251142e-05,0.000445727339991661,0.00116672348329833,1.32377206251162e-05
0.278887890985959,1.33189020269508e-05,0.000594827262659841,0.00155775878271604,1.33189020269568e-05
0.293801681947775,1.34059893641757e-05,0.000917561404975532,0.00240418794944179,1.34059893641732e-05
0.308715472909591,1.34992591934328e-05,0.00204005764275114,0.00534826851916181,1.34992591934358e-05
0.323629263871407,1.35990161311071e-05,0.00293453770691649,0.00769771474730679,1.35990161311067e-05
0.338543054833223,1.37055957756583e-05,0.00102168194839591,0.00268165806707485,1.37055957756563e-05
0.353456845795039,1.38193680484964e-05,0.000585227195398647,0.0015370652842576,1.38193680484898e-05
0.368370636756855,1.39407410212487e-05,0.000402674207955149,0.00105831931682341,1.39407410212448e-05
0.383284427718671,1.40701653105271e-05,0.000303182671346591,0.000797402809557114,1.40701653105328e-05
0.398198218680487,1.42081391378287e-05,0.000240788511327836,0.00063377550935859,1.42081391378309e-05
0.413112009642303,1.43552141714573e-05,0.000198106557781059,0.000521844554953486,1.43552141714475e-05
0.428025800604119,1.45120022924886e-05,0.000167131170884825,0.000440614915498606,1.45120022924948e-05
0.442939591565935,1.46791834569553e-05,0.000143668074786365,0.000379086934035794,1.46791834569454e-05
0.457853382527751,1.48575148640378e-05,0.000125309170250468,0.000330945256963739,1.48575148640342e-05
0.472767173489567,1.50478416885584e-05,0.000110573884938174,0.000292307006848022,1.5047841688565e-05
0.487680964451383,1.52511096950242e-05,9.8502160254388e-05,0.000260654377841389,1.52511096950234e-05
0.502594755413199,1.54683801273139e-05,8.84443757307126e-05,0.00023428370432551,1.54683801273152e-05
0.517508546375015,1.57008473659391e-05,7.99453734904546e-05,0.000212001309943487,1.5700847365941e-05
0.532422337336831,1.59498599687763e-05,7.26768384127017e-05,0.000192946171268979,1.59498599687827e-05
0.547336128298647,1.62169458756382e-05,6.63960469184483e-05,0.000176481734316601,1.62169458756404e-05
0.562249919260463,1.65038427673726e-05,6.09197234084525e-05,0.000162127351583812,1.65038427673772e-05
0.577163710222279,1.68125348517983e-05,5.61069222745709e-05,0.0001495133891206,1.68125348517964e-05
0.592077501184095,1.71452977185854e-05,5.18474990313438e-05,0.000138350991371225,1.72492362935913e-05
0.606991292145907,1.75047534052339e-05,4.80541520084833e-05,0.000128411210016793,1.83051901285558e-05
0.610719739886357,1.75991336896713e-05,4.71701122328928e-05,0.000126094935499245,1.88872540387796e-05
0.618176635367169,1.77936711631518e-05,4.54723241365566e-05,0.000121646788480573,2.3170006162661e-05
0.633090426328717,1.8207442705591e-05,4.233405167159e-05,0.000113425525702641,3.36246614307367e-05
0.648004217290496,1.86575225103e-05,3.94990875661901e-05,0.000106000028972411,3.40521757411296e-05
0.662918008252283,1.91485940391314e-05,3.69269909288369e-05,9.92642472347385e-05,3.10776550746916e-05
0.677831799214058,1.96862078072452e-05,3.45840797204123e-05,9.31298554684229e-05,2.59449598386692e-05
0.692745590175816,2.02769914140286e-05,3.24420811709211e-05,8.75227153282021e-05,2.09584529204988e-05
0.707659381137566,2.09289238002597e-05,3.04770925190409e-05,8.23801496315407e-05,1.96720162943982e-05
0.71138782887787,2.11025533054528e-05,3.00110507926736e-05,8.11606676401087e-05,2.19405642304799e-05
0.718844724358375,2.14637556255085e-05,2.91071617932762e-05,7.87957144027552e-05,2.71757819537924e-05
0.733758515320069,2.22473225746631e-05,2.74047724055431e-05,7.43424768794459e-05,3.13835349886534e-05
0.748672306281852,2.31243770215055e-05,2.58301828423361e-05,7.02247858268099e-05,3.30836522728818e-05
0.763586097243654,2.41124026065246e-05,2.43699409467431e-05,6.64073736274221e-05,3.37608050411684e-05
0.778499888205462,2.52335843073802e-05,2.30123593961674e-05,6.28596017000363e-05,3.39066249706165e-05
0.793413679167272,2.65165023678088e-05,2.17472367588516e-05,5.95547289848981e-05,3.37375502598562e-05
0.808327470129084,2.79986154230777e-05,2.0565629584175e-05,5.64693142716997e-05,3.33691537272466e-05
0.823241261090897,2.97299977198302e-05,1.94596649639643e-05,5.35827246688495e-05,3.28668628326991e-05
0.838155052052711,3.17791369035589e-05,1.84223854297492e-05,5.08767288794666e-05,3.22725659380151e-05
0.853068843014524,3.4242251141668e-05,1.7447619861682e-05,4.83351586984769e-05,3.16130606174399e-05
0.867982633976338,3.72588964456487e-05,1.65298754615066e-05,4.59436257556057e-05,3.09070942878321e-05
0.882896424938152,4.10394416475957e-05,1.56642468858243e-05,4.36892832666862e-05,3.01677879552762e-05
0.897810215899967,4.59164523428249e-05,1.48463394403289e-05,4.15606246654351e-05,2.94043327681402e-05
0.912724006861781,5.24483275351361e-05,1.40722038578238e-05,3.9547312619437e-05,2.86235591541213e-05
0.927637797823595,6.1649649949653e-05,1.33382806677993e-05,3.76400332059596e-05,2.78303059037278e-05
0.94255158878541,7.55743777323729e-05,1.26413525470389e-05,3.58303710243111e-05,2.70284734942047e-05
0.957465379747224,9.90925372028021e-05,1.19785033393464e-05,3.4110701804602e-05,2.62206297576589e-05
0.972379170709039,0.000147111664086321,1.13470826742432e-05,3.24740997068127e-05,2.54083193409178e-05
0.987292961670853,0.000294040132642268,1.07446753029876e-05,3.09142569984306e-05,2.45931632145821e-05
1.00220675263267,0.000712065644889753,1.01690744250329e-05,2.94254142048649e-05,2.37756328377981e-05
1.01712054359448,0.000211674826207799,9.61825840167464e-06,2.80022991509285e-05,2.29561929506297e-05
1.0320343345563,0.000112832204409839,9.09037035378497e-06,2.66400735743615e-05,2.21347123553591e-05
1.04694812551811,7.49679882090421e-05,8.58370022305747e-06,2.53342862085829e-05,2.1310730925017e-05
1.06186191647993,5.5096609055542e-05,8.09666894272025e-06,2.4080831406147e-05,2.0483545494604e-05
1.07677570744174,4.28690144360417e-05,7.62781441949769e-06,2.2875912520359e-05,1.96519488169986e-05
1.09168949840356,3.4585057271877e-05,7.17577907383176e-06,2.17160093805055e-05,1.88142539732948e-05
1.10660328936537,2.8598196605225e-05,6.73929872350761e-06,2.05978492951459e-05,1.79679643999576e-05
1.12151708032718,2.40654634038952e-05,6.31719262780104e-06,1.95183811001062e-05,1.71094303719424e-05
1.136430871289,2.0510835063515e-05,5.90835453596269e-06,1.84747518352601e-05,1.62330036547624e-05
1.15134466225081,1.76452504236128e-05,5.51174460767855e-06,1.74642856923719e-05,1.53282242032255e-05
1.16625845321263,1.52830529656883e-05,5.1263820934079e-06,1.64844649224539e-05,1.43720167067017e-05
1.18117224417444,1.32995521600379e-05,4.75133868312831e-06,1.5532912433419e-05,1.32694657404163e-05
1.19608603513625,1.16078930273912e-05,4.38573245221422e-06,1.4607375841635e-05,1.16078930274025e-05
1.21099982609807,1.01457102991024e-05,4.02872235869836e-06,1.37057127723415e-05,1.01457102990976e-05
1.22591361705988,8.86705748192795e-06,3.67950328101247e-06,1.28258772303361e-05,8.86705748192158e-06
1.2408274080217,7.73732942375111e-06,3.33730164248449e-06,1.19659068893529e-05,7.73732942376331e-06
1.25574119898351,6.72995896721076e-06,3.00137177255839e-06,1.11239111765669e-05,6.72995896721732e-06
1.27065498994533,5.82420492321527e-06,2.67099336326337e-06,1.02980600651844e-05,5.8242049232254e-06
1.28556878090714,5.00363369400584e-06,2.3454708331498e-06,9.48657353827893e-06,5.00363369401788e-06
1.30048257186896,4.25505523469234e-06,2.02413649416156e-06,8.68771177356539e-06,4.25505523469539e-06
1.31539636283077,3.56776601216764e-06,1.70636227624387e-06,7.89976625056595e-06,3.56776601215795e-06
1.33031015379259,2.93300862863443e-06,1.39159336711084e-06,7.12105228244237e-06,2.93300862863496e-06
1.34522394475441,2.343599639937e-06,1.07944788737268e-06,6.34990409914348e-06,2.34359963994834e-06
1.36013773571622,1.79372790662213e-06,7.70067778266762e-07,5.58467500946991e-06,1.79372790661354e-06
1.37505152667804,1.27906684931351e-06,4.65871071446631e-07,4.82374858011646e-06,1.27906684931369e-06
1.38996531763985,7.98119311064866e-07,1.90416102414835e-07,4.06557596427739e-06,7.98119311065678e-07
1.40487910860167,3.64471637425236e-07,2.27018316158728e-07,3.30878283867241e-06,3.64471637420109e-07
1.41979289956349,2.3332243081857e-07,5.15511879067979e-07,2.5524939427967e-06,2.33322430818749e-07
1.4347066905253,5.89342711860552e-07,8.27009230323164e-07,1.79752522223698e-06,5.89342711860802e-07
1.44962048148712,9.84266603580662e-07,1.14608470099201e-06,1.05281011336619e-06,9.84266603583819e-07
1.46453427244893,1.3731915446673e-06,1.47121013470541e-06,4.15965723006424e-07,1.37319154467237e-06
1.47944806341075,1.75290944821221e-06,1.80270266977038e-06,6.82110441306672e-07,1.75290944821421e-06
1.49436185437256,2.12397330324367e-06,2.14140940931306e-06,1.42887148704192e-06,2.12397330324397e-06
1.50927564533438,2.48765176420376e-06,2.48843382098749e-06,2.23095985375937e-06,2.48765176420541e-06
